,Time (s),Latitude (°),Longitude (°),Altitude (m),Altitude WGS84 (m),Speed (m/s),Direction (°),Distance (km),Horizontal Accuracy (m),Vertical Accuracy (m),Satellites
0,5.176781343,49.45705513,2.112255776,97.64459183,144.0,4.119999886,297.2999878,0.003076192838,25.5,23.0,10.0
1,6.23768788,49.45706649,2.112216968,104.6445749,151.0,4.519999981,297.7999878,0.007808477883,10.0,11.0,17.0
2,7.233537033,49.45707609,2.112153182,101.6445416,148.0,4.460000038,297.0,0.01160528696,9.5,11.0,20.0
3,8.228809263,49.45709771,2.11211253,101.6445298,148.0,4.309999943,297.2000122,0.01449941275,8.5,10.0,17.0
4,9.238957647,49.45711955,2.112090737,104.6445297,151.0,4.049999714,300.3999939,0.01841672574,7.0,8.0,19.0
5,10.23222976,49.45713577,2.112042625,103.6445101,150.0,4.019999981,300.0,0.02345466149,6.0,7.0,20.0
6,11.23213726,49.4571589,2.111982694,102.6444874,149.0,4.299999714,302.1000061,0.0290712715,5.5,7.0,21.0
7,12.23646307,49.45718028,2.111912286,100.6444572,147.0,4.400000095,301.2999878,0.03384401585,5.0,6.0,22.0
8,13.23429061,49.45720421,2.111857468,99.64443808,146.0,4.099999905,300.2000122,0.03856545804,4.5,6.0,22.0
9,14.22809441,49.45722722,2.111802567,99.64441838,146.0,4.289999962,300.2999878,0.04305841844,5.0,6.0,19.0
10,15.23498491,49.45725119,2.111752527,99.64440226,146.0,4.239999771,302.2999878,0.04713219636,4.0,5.0,22.0
11,16.23870926,49.45727122,2.111705337,98.64438548,145.0,4.369999886,301.1000061,0.05148444768,4.0,5.0,23.0
12,17.2415078,49.45729574,2.111658398,99.64437159,146.0,4.179999828,301.2999878,0.05598384675,4.0,5.0,23.0
13,18.24220133,49.45731921,2.111607688,99.64435475,146.0,4.179999828,300.6000061,0.06022536723,3.5,4.0,24.0
14,19.24133502,49.45733974,2.111558234,99.64433689,146.0,4.199999809,300.7999878,0.06420176967,3.5,4.0,24.0
15,20.24071649,49.45736191,2.111515068,99.64432388,146.0,4.079999924,302.2999878,0.06834081276,3.0,4.0,25.0
16,21.24144856,49.45738668,2.11147232,100.6443127,147.0,4.159999847,304.2999878,0.07272992626,3.5,4.0,24.0
17,22.24226122,49.45741225,2.111426052,100.6442999,147.0,4.199999809,302.5,0.07630274918,3.0,4.0,25.0
18,23.24079379,49.45743295,2.111388249,101.6442893,148.0,4.059999943,302.5,0.08014503906,3.0,4.0,24.0
19,24.24438041,49.45744996,2.111341981,100.6442712,147.0,4.199999809,301.7999878,0.08399950914,3.0,4.0,24.0
20,25.24195814,49.4574697,2.111298144,100.6442563,147.0,4.159999847,301.7000122,0.087809395,3.0,4.0,23.0
21,26.23878164,49.45748529,2.111251205,99.64423701,146.0,4.069999695,302.7000122,0.09189614127,3.0,4.0,24.0
22,27.24153136,49.45750688,2.11120544,100.6442221,147.0,3.899999857,304.3999939,0.09579510101,3.0,4.0,21.0
23,28.2407824,49.45752834,2.111162776,100.6442089,147.0,3.949999809,304.0,0.099762558,3.0,3.0,23.0
24,29.2415484,49.45754891,2.111117933,100.6441939,147.0,3.980000019,303.7999878,0.1034357425,3.0,4.0,22.0
25,30.24343702,49.45756807,2.111076526,100.6441802,147.0,3.849999905,304.6000061,0.1073220826,3.5,4.0,22.0
26,31.23780063,49.4575876,2.111031935,100.6441647,147.0,3.7099998,304.2999878,0.1111273455,3.5,4.0,22.0
27,32.2382054,49.45760742,2.110989019,100.6441504,147.0,3.649999857,304.5,0.1149199817,3.0,4.0,21.0
28,33.24189263,49.45762787,2.110947026,100.6441371,147.0,3.589999914,305.2000122,0.1187423097,3.0,4.0,21.0
29,34.24409348,49.45764669,2.110902769,99.64412136,146.0,3.699999809,304.0,0.1223652163,3.0,3.0,21.0
30,35.24446717,49.45766567,2.110862033,99.64410791,146.0,3.619999886,303.5,0.1259979759,3.5,4.0,22.0
31,36.24212659,49.45768466,2.11082113,99.64409436,146.0,3.679999828,303.6000061,0.1299625375,3.5,4.0,22.0
32,37.23950674,49.45770398,2.110775029,99.64407782,146.0,3.619999886,302.1000061,0.1336706899,3.5,4.0,22.0
33,38.24037709,49.45772192,2.110731779,99.6440622,146.0,3.629999876,303.1000061,0.1374911706,3.5,3.0,22.0
34,39.24355032,49.45774119,2.110688025,99.64404707,146.0,3.579999924,302.3999939,0.1412986625,3.5,3.0,22.0
35,40.24215759,49.45775942,2.110643433,99.6440308,146.0,3.5,303.7999878,0.1446420139,3.5,3.0,22.0
36,41.24285509,49.45777644,2.110605296,99.64401775,146.0,3.480000019,302.7999878,0.1478879019,3.0,3.0,21.0
37,42.24244116,49.45779555,2.110571349,99.64400854,146.0,3.449999809,303.3999939,0.1511744922,3.5,3.0,22.0
38,43.24327508,49.45781357,2.110535307,99.64399738,146.0,3.439999819,303.7000122,0.1541247795,3.0,3.0,20.0
39,44.24514212,49.45782975,2.110502953,99.64398737,146.0,3.339999914,304.3999939,0.1575370931,3.0,3.0,21.0
40,45.24033716,49.45784572,2.110462636,99.64397234,146.0,3.159999847,302.5,0.1608309335,3.5,3.0,23.0
41,46.24400274,49.45785921,2.110422067,99.64395566,146.0,2.819999933,301.0,0.1638390117,3.0,3.0,23.0
42,47.24592666,49.45787283,2.110386109,99.64394188,146.0,2.669999838,299.7000122,0.1668384541,3.0,3.0,23.0
43,48.24170397,49.45788499,2.110349061,99.64392654,146.0,2.819999933,296.3999939,0.1699259212,3.0,3.0,24.0
44,49.23986666,49.4578976,2.110311007,99.64391086,146.0,2.679999828,295.0,0.1727847731,3.0,3.0,23.0
45,50.23856604,49.45791042,2.110276725,100.6438976,147.0,2.669999838,291.1000061,0.1754116601,3.5,3.0,22.0
46,51.23954381,49.45791709,2.110241856,100.6438803,147.0,2.440000057,284.5,0.1778296868,3.5,3.0,22.0
47,52.24214431,49.45792262,2.110209502,100.6438638,147.0,2.559999943,281.5,0.1804055089,3.0,3.0,23.0
48,53.239543,49.45792622,2.110174298,100.6438444,147.0,2.589999914,277.7000122,0.1828061698,3.0,3.0,23.0
49,54.24612462,49.45792853,2.110141274,100.6438255,147.0,2.679999828,273.6000061,0.1852844204,3.5,3.0,23.0
50,55.24981038,49.45792811,2.110106992,100.6438042,147.0,2.480000019,270.2999878,0.1877831647,3.0,3.0,23.0
51,56.24268838,49.45792622,2.110072542,100.643782,147.0,2.649999857,265.2000122,0.1901425492,3.5,3.0,24.0
52,57.24981346,49.4579209,2.110040942,101.6437593,148.0,2.74000001,259.7000122,0.1921740148,3.5,3.0,25.0
53,58.24461704,49.45791407,2.110014874,101.6437392,148.0,2.929999828,253.1000061,0.1947354935,3.0,3.0,26.0
54,59.24100111,49.45790217,2.109984532,101.6437133,148.0,3.149999857,244.1000061,0.1976485669,3.5,3.0,26.0
55,60.25442411,49.45788788,2.109950753,102.6436839,149.0,3.199999809,240.3999939,0.2006582183,3.5,3.0,25.0
56,61.24551226,49.45787044,2.109918902,102.6436538,149.0,3.460000038,233.3000031,0.2040544477,3.5,3.0,27.0
57,62.24148599,49.45784794,2.109887134,102.6436206,149.0,3.619999886,227.6999969,0.2076528364,3.5,3.0,27.0
58,63.24138234,49.45782396,2.10985369,103.6435855,150.0,3.75999999,224.1999969,0.2115917985,3.5,3.0,27.0
59,64.24595072,49.45779739,2.109817648,103.6435473,150.0,3.949999809,221.0,0.2154379024,3.0,3.0,23.0
60,65.2455178,49.45776952,2.109786132,103.643511,150.0,4.059999943,219.1000061,0.2190038262,3.5,3.0,26.0
61,66.24512907,49.45774015,2.109766351,104.643481,151.0,4.21999979,216.5,0.2230310982,3.0,3.0,27.0
62,67.24514834,49.45770725,2.109743049,105.6434467,152.0,4.25,215.1000061,0.227882734,3.0,2.0,28.0
63,68.24651095,49.45766835,2.109712623,104.6434044,151.0,4.579999924,214.6999969,0.2326723454,3.0,2.0,26.0
64,69.24552007,49.45763126,2.109678928,104.6433611,151.0,4.809999943,213.6999969,0.2370045875,2.5,2.0,27.0
65,70.24820864,49.45759757,2.109648837,104.6433222,151.0,5.039999962,212.0,0.2421689102,2.5,2.0,28.0
66,71.24569345,49.457557,2.109614052,104.6432762,151.0,5.109999657,211.3000031,0.2474110809,2.5,2.0,25.0
67,72.24665087,49.45751543,2.109579854,104.6432299,151.0,5.429999828,211.0,0.2531802265,2.5,2.0,25.0
68,73.24483276,49.45747117,2.109538196,104.6431774,151.0,5.670000076,209.8999939,0.2588300021,2.5,2.0,26.0
69,74.24485114,49.45742679,2.109500142,104.6431271,151.0,5.909999847,209.3000031,0.264787377,2.5,2.0,25.0
70,75.24558449,49.45738098,2.109457394,104.643073,151.0,6.129999638,209.1000061,0.2709629907,2.5,2.0,24.0
71,76.24408848,49.45733207,2.10941691,104.6430184,151.0,6.319999695,208.6999969,0.2771425831,2.5,2.0,24.0
72,77.24638264,49.45728354,2.109375251,104.6429634,151.0,6.519999981,208.3000031,0.2836663986,2.5,2.0,24.0
73,78.24650806,49.45723229,2.10933133,104.6429053,151.0,6.730000019,208.5,0.2904883413,2.5,2.0,24.0
74,79.24549052,49.45717894,2.109284727,104.6428442,151.0,6.909999847,208.3999939,0.2972134686,2.5,2.0,25.0
75,80.23733606,49.45712714,2.109236699,104.6427833,151.0,6.989999771,208.5,0.3040224955,2.5,2.0,23.0
76,81.2411674,49.45707349,2.109191269,105.6427228,152.0,6.949999809,207.6999969,0.3107533696,2.5,2.0,24.0
77,82.24140063,49.45702035,2.109146677,105.6426631,152.0,6.789999962,207.5,0.3174693808,2.5,2.0,24.0
78,83.2418559,49.45696826,2.109099654,105.6426026,152.0,6.769999981,208.5,0.3242745115,2.5,2.0,25.0
79,84.24460313,49.45691562,2.109051626,104.6425411,151.0,6.699999809,208.3000031,0.330919229,2.5,2.0,25.0
80,85.24427928,49.45686348,2.109006699,104.6424818,151.0,6.489999771,208.3999939,0.3373577679,2.5,2.0,25.0
81,86.24217909,49.45681277,2.1089637,104.6424246,151.0,6.079999924,210.6999969,0.343376128,2.5,2.0,25.0
82,87.24723936,49.45676713,2.108918941,104.6423694,151.0,5.889999866,212.3999939,0.3493979746,2.0,2.0,26.0
83,88.24502844,49.45672128,2.1088746,104.6423143,151.0,5.949999809,214.8000031,0.3554735755,2.0,2.0,24.0
84,89.23776163,49.45667694,2.108825482,105.6422572,152.0,5.829999924,215.0,0.3610979648,2.0,2.0,24.0
85,90.24386909,49.45663596,2.108779885,105.6422043,152.0,5.179999828,216.3000031,0.3660074727,2.5,2.0,25.0
86,91.24463924,49.45660134,2.108737724,105.6421574,152.0,4.630000114,217.5,0.3704601682,2.0,2.0,24.0
87,92.24685486,49.45657028,2.108698832,105.6421146,152.0,4.019999981,218.3999939,0.3744779115,2.0,2.0,25.0
88,93.23966686,49.45654246,2.108663376,106.642076,153.0,3.849999905,217.3000031,0.3783206487,2.0,2.0,24.0
89,94.24313197,49.45651454,2.108632028,106.6420398,153.0,3.859999895,216.8999939,0.3819817772,2.0,2.0,24.0
90,95.24589051,49.45648881,2.108600428,106.6420047,153.0,3.419999838,218.3000031,0.3853251515,2.5,2.0,24.0
91,96.24202997,49.4564653,2.108571595,106.6419727,153.0,3.349999905,218.3999939,0.3885762384,2.0,2.0,21.0
92,97.24179497,49.45644124,2.10854603,106.6419424,153.0,3.299999952,213.8000031,0.3917146914,2.0,2.0,22.0
93,98.24482535,49.45641585,2.108527087,106.6419154,153.0,3.329999924,204.0,0.3951583812,2.5,2.0,22.0
94,99.24439258,49.45638546,2.108517867,106.6418912,153.0,3.439999819,191.1999969,0.3985651269,2.5,2.0,22.0
95,100.2453465,49.45635483,2.108518369,105.6418729,152.0,3.449999809,178.6999969,0.4022740624,2.5,2.0,22.0
96,101.2443666,49.4563223,2.108529769,105.6418601,152.0,3.429999828,166.8000031,0.4060104471,2.5,2.0,24.0
97,102.2439867,49.45629054,2.108546617,105.6418511,152.0,3.409999847,155.3999939,0.4096794312,3.0,2.0,23.0
98,103.2455195,49.45626284,2.108574193,105.6418512,152.0,3.309999943,147.3999939,0.4124996436,2.5,2.0,24.0
99,104.2429105,49.45624331,2.108599087,106.6418546,153.0,3.220000029,138.0,0.4157151246,2.5,2.0,24.0
100,105.2422436,49.45622424,2.108632531,106.6418635,153.0,3.269999981,129.3000031,0.4189596355,2.5,2.0,21.0
101,106.2431326,49.45620684,2.108668573,106.6418751,153.0,3.349999905,126.3000031,0.4223678316,3.0,2.0,23.0
102,107.244232,49.4561892,2.10870713,106.641888,153.0,3.549999952,123.0999985,0.4260356879,3.0,2.0,21.0
103,108.2400497,49.45617013,2.108748537,106.6419018,153.0,3.659999847,122.9000015,0.4300081432,3.0,3.0,22.0
104,109.241025,49.45615035,2.108794302,106.6419179,153.0,3.809999943,123.4000015,0.4340671694,3.0,3.0,21.0
105,110.24532,49.4561309,2.108841827,106.6419352,153.0,4.019999981,123.9000015,0.4383316232,3.0,2.0,23.0
106,111.241238,49.4561053,2.108885748,105.6419466,152.0,4.400000095,123.1999969,0.4425956293,3.0,2.0,23.0
107,112.2454525,49.45608158,2.1089321,104.6419606,151.0,4.509999752,124.9000015,0.4475939592,2.5,2.0,25.0
108,113.2441909,49.45605702,2.108990019,103.6419812,150.0,4.96999979,124.0,0.452825996,2.5,2.0,24.0
109,114.2436608,49.4560312,2.109050537,102.6420026,149.0,5.179999828,124.6999969,0.4588199751,2.5,2.0,25.0
110,115.2425403,49.45600316,2.109121364,102.642029,149.0,6.019999981,124.0,0.4656983037,2.0,2.0,23.0
111,116.2445237,49.45597102,2.109202668,101.6420594,148.0,6.75,123.6999969,0.4726731441,2.5,2.0,23.0
112,117.2454025,49.45593749,2.109284224,101.642089,148.0,7.46999979,122.6999969,0.4810850894,2.5,2.0,22.0
113,118.2415191,49.45589852,2.109383969,101.6421265,148.0,8.659999847,121.5,0.4910621032,2.5,2.0,23.0
114,119.2450221,49.45585154,2.109501567,100.6421701,147.0,10.77999973,122.5,0.5036469099,2.5,2.0,24.0
115,120.2431073,49.45578955,2.109647244,100.6422218,147.0,13.81999969,123.0999985,0.5192449284,3.0,2.0,20.0
116,121.2419928,49.45571059,2.109825611,100.6422833,147.0,16.42000008,124.6999969,0.537670422,3.0,2.0,19.0
117,122.2438442,49.45561655,2.110035494,100.6423549,147.0,19.84000015,123.6999969,0.5591112917,3.0,2.0,20.0
118,123.2374623,49.45550549,2.110277982,99.64243613,146.0,22.93000031,123.5,0.5833186186,3.0,2.0,20.0
119,124.2373763,49.45538592,2.110557854,99.64253516,146.0,25.89999962,123.4000015,0.6108708927,3.5,3.0,20.0
120,125.2404725,49.45524997,2.110876534,99.64264804,146.0,28.8599987,123.1999969,0.6411914396,3.0,3.0,20.0
121,126.2402714,49.45509716,2.111223964,99.64276832,146.0,31.78999901,123.5999985,0.6749990297,3.0,3.0,20.0
122,127.2429291,49.45492844,2.111613052,99.64290449,146.0,34.66999817,124.0999985,0.7109260666,3.0,3.0,20.0
123,128.2417001,49.45474856,2.112025945,99.64304849,146.0,37.45000076,124.1999969,0.7500074,3.0,2.0,20.0
124,129.2463768,49.45455196,2.112474125,98.64320399,145.0,40.18000031,123.5999985,0.791706921,3.0,2.0,22.0
125,130.24291,49.45434853,2.112958767,98.64337771,145.0,42.93000031,123.3000031,0.8356669062,3.0,3.0,21.0
126,131.2427796,49.45412947,2.113465033,98.64355521,145.0,45.61999893,123.5,0.8825053745,3.0,2.0,21.0
127,132.2448099,49.45389792,2.114006337,98.64374662,145.0,48.23999786,123.5999985,0.9319609205,3.0,2.0,22.0
128,133.2408814,49.45365254,2.114576977,97.64394764,144.0,50.86000061,123.3000031,0.9837389112,3.0,2.0,23.0
129,134.243444,49.45339501,2.115173768,96.64415733,143.0,53.15999985,123.3000031,1.0381318,3.0,2.0,23.0
130,135.2401953,49.45312591,2.11580216,95.64437939,142.0,55.66999817,123.5,1.094859122,3.0,2.0,23.0
131,136.2440959,49.45284159,2.116453769,94.64460647,141.0,58.09000015,123.5,1.154222497,3.0,3.0,23.0
132,137.2455421,49.45254454,2.117136139,94.64484469,141.0,60.21999741,123.1999969,1.21607303,3.0,3.0,23.0
133,138.2420149,49.45223906,2.1178512,94.64509787,141.0,62.80999756,123.3000031,1.279953563,3.0,3.0,23.0
134,139.2446356,49.45192315,2.11858931,95.64535887,142.0,65.04999542,123.9000015,1.345909185,3.0,3.0,23.0
135,140.2410479,49.45159328,2.119347621,94.64562381,141.0,67.61999512,123.5999985,1.414327573,3.0,3.0,22.0
136,141.2379127,49.45125054,2.120133676,94.64589797,141.0,69.86000061,123.8000031,1.485109764,3.0,3.0,21.0
137,142.2399552,49.45089678,2.120947726,94.64618264,141.0,72.04999542,123.5999985,1.558334225,3.5,3.0,20.0
138,143.2403079,49.4505341,2.121793209,93.6464812,140.0,73.98999786,124.0,1.633541426,3.5,3.0,19.0
139,144.2413418,49.45016052,2.122660484,93.64678653,140.0,76.22000122,123.6999969,1.710398693,3.0,3.0,20.0
140,145.2440153,49.44978015,2.123548212,92.64710032,139.0,78.18000031,123.0,1.790278463,3.0,3.0,22.0
141,146.2431267,49.44939156,2.124477597,92.64743471,139.0,80.43999481,122.9000015,1.871760902,3.0,3.0,22.0
142,147.2440738,49.44899413,2.125424584,91.64777456,138.0,82.50999451,122.9000015,1.955030036,3.0,3.0,21.0
143,148.2423109,49.44858904,2.126393365,91.64812316,138.0,84.47999573,122.5999985,2.040225426,3.0,3.0,22.0
144,149.2444407,49.44817761,2.127387542,89.64848353,136.0,86.33999634,122.3000031,2.126751881,3.0,3.0,22.0
145,150.2417215,49.4477612,2.128398651,90.64885129,137.0,87.44999695,122.0,2.213700729,3.0,3.0,23.0
146,151.2452699,49.44734105,2.129413029,95.64921883,142.0,87.55999756,122.1999969,2.300882332,3.0,3.0,23.0
147,152.2412495,49.44692225,2.13043252,104.6495904,151.0,87.40999603,122.1999969,2.387259817,3.5,3.0,24.0
148,153.2459049,49.44650768,2.131442958,118.6499589,165.0,86.59999847,122.3000031,2.473738141,3.0,3.0,24.0
149,154.245865,49.44609567,2.132457504,134.6503316,181.0,86.75999451,122.0,2.55915082,3.5,3.0,23.0
150,155.24549,49.44568383,2.133454783,150.6506938,197.0,86.54000092,122.1999969,2.644692144,3.5,3.0,20.0
151,156.2445479,49.44527362,2.13445575,166.6510593,213.0,86.13999939,121.9000015,2.730383723,4.0,3.0,19.0
152,157.2407897,49.44486261,2.135458393,182.6514253,229.0,86.11000061,121.5999985,2.815991312,3.5,3.0,20.0
153,158.2446902,49.44445713,2.136464976,197.6517972,244.0,86.18000031,121.5999985,2.901470683,3.5,3.0,21.0
154,159.2430677,49.44405422,2.137471894,211.6521709,258.0,86.30999756,121.5999985,2.987513234,3.5,3.0,19.0
155,160.2448236,49.4436482,2.138485014,225.6525465,272.0,86.5,121.4000015,3.0737734,3.5,3.0,20.0
156,161.2432798,49.44324809,2.139507188,238.6529313,285.0,86.61000061,121.0,3.161009093,3.5,3.0,19.0
157,162.2417139,49.44284592,2.140543191,252.6533233,299.0,87.05999756,121.0999985,3.247972259,3.0,3.0,20.0
158,163.2419208,49.44244028,2.141571566,264.6537086,311.0,87.69999695,121.1999969,3.335381872,3.0,3.0,20.0
159,164.2401636,49.44203518,2.142607654,275.654099,322.0,88.36000061,120.8000031,3.423417336,3.0,3.0,20.0
160,165.2435363,49.44163813,2.143661091,287.654505,334.0,88.63999939,120.0999985,3.511478679,3.0,3.0,21.0
161,166.2439617,49.44125173,2.144724252,300.6549234,347.0,88.97999573,118.8000031,3.600245708,3.0,3.0,22.0
162,167.2443947,49.44088037,2.145811049,314.6553655,361.0,89.29000092,117.3000031,3.689650544,3.0,3.0,20.0
163,168.2443025,49.44051948,2.146916036,329.6558251,376.0,89.5799942,115.6999969,3.779579948,3.0,3.0,21.0
164,169.2449576,49.44017692,2.148042731,343.6563093,390.0,89.86999512,113.6999969,3.869175711,3.0,3.0,20.0
165,170.244992,49.43985857,2.149181077,357.6568153,404.0,90.27999878,112.0999985,3.95987726,3.5,3.0,17.0
166,171.2424706,49.43957564,2.150357645,370.6573662,417.0,90.94999695,109.5,4.051181967,3.5,3.0,21.0
167,172.2411404,49.43931509,2.151555168,383.6579437,430.0,91.48999786,107.9000015,4.142601084,3.0,3.0,22.0
168,173.2453523,49.43908639,2.152769621,396.6585509,443.0,92.0,105.0999985,4.234595395,3.0,3.0,22.0
169,174.2438364,49.43890358,2.154010478,408.6592021,455.0,92.68000031,101.9000015,4.327373158,3.0,3.0,22.0
170,175.2431493,49.43875874,2.155274134,420.6598904,467.0,93.18000031,98.90000153,4.420583306,3.0,3.0,22.0
171,176.2471354,49.43864722,2.156551788,433.6606076,480.0,93.45999908,96.30000305,4.514075893,3.0,3.0,24.0
172,177.2429994,49.4385774,2.157840338,446.6613567,493.0,93.83999634,94.0,4.608288526,3.0,2.0,24.0
173,178.2449476,49.43853545,2.159141712,460.6621306,507.0,94.16999817,91.80000305,4.702532868,3.5,3.0,24.0
174,179.244145,49.43852455,2.160445014,476.6629245,523.0,94.36999512,90.0,4.796379136,3.0,2.0,25.0
175,180.2432548,49.43854001,2.1617427,492.6637309,539.0,94.50999451,88.80000305,4.89123049,3.5,3.0,22.0
176,181.2440276,49.43856449,2.163053965,507.6645511,554.0,94.70999908,87.80000305,4.985863249,4.0,3.0,18.0
177,182.2465626,49.43860346,2.164361374,521.6653778,568.0,95.04000092,87.19999695,5.081654439,3.5,3.0,19.0
178,183.241717,49.43865241,2.165684039,535.6662198,582.0,95.25999451,86.5,5.176354708,4.0,3.0,15.0
179,184.2406202,49.43870736,2.166991029,548.6670559,595.0,95.90000153,86.19999695,5.27154397,4.5,3.0,13.0
180,185.2398433,49.43876628,2.168304389,560.6678983,607.0,96.5,86.0,5.36801299,3.0,3.0,19.0
181,186.2439164,49.4388325,2.169634681,572.6687555,619.0,97.08999634,85.80000305,5.465063244,3.0,3.0,19.0
182,187.242245,49.43889742,2.170973187,583.6696169,630.0,97.43000031,85.80000305,5.562097931,3.0,3.0,18.0
183,188.2418839,49.43896338,2.172311358,594.6704788,641.0,97.79999542,85.5,5.659822383,3.0,3.0,19.0
184,189.2407906,49.43903367,2.173658581,606.6713488,653.0,98.01999664,85.30000305,5.757941013,2.5,2.0,19.0
185,190.2419736,49.43911187,2.175010247,619.6722264,666.0,98.29999542,84.90000153,5.855999701,3.0,3.0,20.0
186,191.2417067,49.43919313,2.176360656,631.673105,678.0,98.43000031,84.80000305,5.953923464,2.5,2.0,19.0
187,192.2410627,49.43927301,2.177709388,644.6739817,691.0,98.69999695,84.59999847,6.052422722,2.5,2.0,19.0
188,193.2400607,49.43935251,2.179066166,657.6748632,704.0,99.00999451,84.40000153,6.151268461,2.5,2.0,20.0
189,194.2412255,49.43943407,2.180427471,669.6757487,716.0,99.16999817,84.30000305,6.250058231,2.5,2.0,20.0
190,195.2432785,49.4395212,2.181787184,681.6766365,728.0,99.48999786,84.09999847,6.34947615,2.5,3.0,20.0
191,196.2403608,49.43960787,2.183155697,693.6775295,740.0,99.75999451,84.09999847,6.448808201,2.5,3.0,19.0
192,197.2406448,49.43969663,2.184522701,705.6784228,752.0,99.98999786,84.0,6.548641476,2.5,2.0,20.0
193,198.2399508,49.43978976,2.185895992,717.6793226,764.0,100.2299957,83.80000305,6.648712546,2.5,2.0,19.0
194,199.2408129,49.43988313,2.187272552,729.6802246,776.0,100.5099945,83.80000305,6.748877359,2.5,2.0,19.0
195,200.2399295,49.43997785,2.188650202,740.681128,787.0,100.7399979,83.80000305,6.849502651,2.5,2.0,20.0
196,201.2388941,49.44007227,2.190034306,752.6820352,799.0,101.0299988,84.0,6.950585863,2.5,2.0,19.0
197,202.2396981,49.44016564,2.191424947,763.6829458,810.0,101.3699951,84.19999695,7.051952889,2.5,2.0,19.0
198,203.2381808,49.44025474,2.192820199,775.6838566,822.0,101.5799942,84.19999695,7.153292527,3.0,2.0,19.0
199,204.240356,49.44034187,2.194215367,787.6847661,834.0,101.6800003,84.59999847,7.254548319,2.5,2.0,19.0
200,205.2404512,49.44042561,2.195609864,799.6856732,846.0,101.7599945,84.90000153,7.355946883,2.5,2.0,18.0
201,206.2409287,49.44050171,2.197007379,812.6865775,859.0,101.6999969,85.30000305,7.457046078,2.5,2.0,19.0
202,207.2393536,49.44057413,2.198401205,825.6874774,872.0,101.6500015,85.59999847,7.557932061,3.0,3.0,19.0
203,208.2335113,49.44064069,2.199792769,839.6883722,886.0,101.6500015,85.80000305,7.659291075,3.0,3.0,17.0
204,209.2395903,49.44070284,2.201191373,852.6892687,899.0,101.7099991,85.90000153,7.760943668,3.0,2.0,18.0
205,210.2397979,49.44076302,2.202594252,866.6901667,913.0,101.8600006,86.0,7.862802314,3.0,2.0,18.0
206,211.2362262,49.44082245,2.204000065,879.691066,926.0,102.0299988,86.30000305,7.964692633,3.0,2.0,19.0
207,212.2392558,49.44087685,2.2054068,892.6919628,939.0,102.1999969,86.59999847,8.066790241,2.5,2.0,19.0
208,213.2435435,49.44092571,2.206816887,904.6928583,951.0,102.4300003,86.90000153,8.168711545,2.5,2.0,19.0
209,214.2390993,49.44097018,2.20822488,916.6937499,963.0,102.6100006,87.19999695,8.271225379,3.0,2.0,19.0
210,215.2410846,49.44101339,2.20964117,928.6946458,975.0,102.7699966,87.5,8.373636408,3.0,3.0,19.0
211,216.2431053,49.44105425,2.211056203,940.6955395,987.0,102.8799973,87.59999847,8.476359085,3.0,2.0,17.0
212,217.2389515,49.44108912,2.212475929,951.6964324,998.0,103.0499954,88.0,8.578945107,3.0,3.0,17.0
213,218.2412386,49.44112009,2.21389398,964.697322,1011.0,102.9399948,88.30000305,8.681579624,3.0,2.0,18.0
214,219.2408203,49.44114373,2.215313036,976.6982077,1023.0,102.9399948,88.69999695,8.784105979,3.0,3.0,18.0
215,220.2394022,49.44116305,2.216730751,989.6990901,1036.0,102.8600006,89.09999847,8.886255055,3.0,3.0,18.0
216,221.2411658,49.44117876,2.218143353,1003.699967,1050.0,102.6800003,89.5,8.989075943,3.0,3.0,18.0
217,222.2397383,49.4411845,2.219565427,1017.700844,1064.0,102.659996,89.69999695,9.091332016,3.0,3.0,18.0
218,223.237719,49.44118811,2.220979705,1032.701715,1079.0,102.7099991,89.80000305,9.193805671,3.0,3.0,17.0
219,224.2425397,49.44118626,2.222397001,1046.702584,1093.0,102.7299957,90.0,9.2960494,3.0,3.0,18.0
220,225.2397207,49.4411832,2.223811112,1060.70345,1107.0,102.7999954,90.09999847,9.398554243,3.0,3.0,18.0
221,226.2441989,49.44117897,2.225228827,1073.704319,1120.0,102.9899979,90.09999847,9.501470209,3.0,3.0,18.0
222,227.2399963,49.44117771,2.226652242,1086.705192,1133.0,103.1399994,90.09999847,9.604749922,3.0,3.0,18.0
223,228.2380383,49.44117579,2.228080686,1100.706068,1147.0,103.2200012,90.30000305,9.707750655,3.0,3.0,18.0
224,229.2421631,49.44116573,2.229505191,1113.706937,1160.0,103.1299973,90.59999847,9.810273317,3.0,3.0,18.0
225,230.239596,49.44114804,2.230922906,1126.707797,1173.0,103.0,90.90000153,9.912657645,3.0,2.0,18.0
226,231.2373283,49.44112294,2.232338442,1140.708651,1187.0,102.9399948,91.90000153,10.01547994,3.0,3.0,18.0
227,232.2367155,49.44108212,2.233759174,1152.709499,1199.0,103.0400009,92.80000305,10.11845506,3.0,3.0,18.0
228,233.2399903,49.44102043,2.235180242,1163.710334,1210.0,103.3499985,94.09999847,10.22141135,3.0,3.0,17.0
229,234.2393043,49.44094424,2.236599382,1173.71116,1220.0,103.8499985,95.5,10.3252952,3.0,3.0,17.0
230,235.2375934,49.44084265,2.238027658,1182.711976,1229.0,104.4300003,97.09999847,10.42926948,3.0,2.0,15.0
231,236.2375317,49.44071503,2.239452247,1191.712773,1238.0,104.9199982,98.90000153,10.53419515,3.0,3.0,17.0
